"ID","Name","Desc","Turn"
230172,"Basketball Sector 0080","Standard Beginners",61
230239,"Ross Sector 0080","Mentor vs Midshipmen",67
230289,"Centeria Sector 0080","Wandering Tribes",113
230305,"The Right Planet Sector 0080","Academy",45
230328,"Canes Ceti Sector 0080","Teams of 2",206
230354,"Selah Sector 0080","Stealth",180
230393,"Fantasia Sector 0080","Standard Beginners",103
230463,"Cheeseball Sector 0080","Academy",53
230468,"Emork's Legacy - Standard","Custom Game",184
230488,"Tyre Sector 0080","Classic",171
230511,"Atlantia 1 Sector 0080","Standard Senior Officers",57
230557,"Caeladium Sector 0080","Horwasp Alpha Campaign Melee",55
230623,"Federation - Civil War","Custom Game",76
230624,"Elvis Sector 0080","Mentor vs Midshipmen",80
230638,"Azores Sector 0080","Academy",101
230738,"Capitalism - Emerging Empire","Custom Game",38
230748,"Fresno Sector 0080","Standard",81
230871,"Erecka Sector 0080","Classic",66
230884,"Alioth Sector 0080","Standard Beginners",84
230915,"Melpedous Sector 0080","Mentor vs Midshipmen",77
230945,"Innsmouth Sector 0080","Academy",33
231084,"Chort Sector 0080","Standard Beginners",63
231205,"Cheeseball Sector 0080","Mentor vs Midshipmen",67
231254,"Ceti Alpha 5 Sector 0080","Classic",65
231282,"Cimtar Sector 0080","Standard",73
231432,"New Philli Sector 0080","Mentor vs Midshipmen",37
231440,"Nekkar 9 Sector 0080","Standard Beginners",96
231519,"Alcatraz Sector 0080","Classic",114
231570,"Laseria Sector 0080","Standard Beginners",62
231617,"Carillon Sector 0080","Mentor vs Midshipmen",34
231646,"Barnard's Sector 0081","Standard",88
231772,"Pearl Sector 0081","Mentor vs Midshipmen",54
231804,"Adebron Sector 0081","Academy",53
231806,"Organia Sector 0081","Standard Beginners",72
231807,"Ceti Alpha 5 Sector 0081","Classic",138
231957,"Rocky 12 Sector 0081","Mentor vs Midshipmen",40
232155,"Ceti helios Sector 0081","Standard",97
232239,"Ugo Sector 0081","Classic",64
232250,"Poe Sector 0081","Mentor vs Midshipmen",58
232279,"Capricornus Sector 0081","Academy",44
232446,"Minimum Annoyance Settings","Custom Game",112
232463," Nebulas dangerous","Custom Game",61
232467,"Omicron Sector 0081","Standard Intermediate",136
232571,"New California Sector 0081","Mentor vs Midshipmen",80
232606,"New Galaxy ","Custom Game",78
232628,"Tunisia Sector 0081","Horwasp Alpha Campaign Melee",92
232646,"Mao 4 Sector 0081","Standard Beginners",94
232655,"Beverly 90120 Sector 0081","Academy",33
232664,"Sif Sector 0081","Classic",105
232688,"Privateer's Lair - Civil War.","Custom Game",36
232799,"Azores Sector 0081","Mentor vs Midshipmen",75
232810,"Jernsey Sector 0081","Standard",131
232815,"Ceros Sector 0081","Standard Beginners",87
232859,"1 of 1 - Civil War.","Custom Game",46
232934,"Melpedous Sector 0081","Academy",73
232938,"Cheeseball Sector 0081","Wandering Tribes",81
233072,"Mileb Sector 0081","Standard Beginners",71
233082,"Pearl Sector 0081","Mentor vs Midshipmen",55
233131,"Deep 1 Sector 0081","Classic",82
233292,"NO JOLD game (la refinitiva)","Custom Game",96
233344,"Remus Sector 0081","Mentor vs Midshipmen",80
233357,"Cygnet Sector 0081","Standard",60
233382,"Farpoint Sector 0081","Academy",45
233422,"Lynx Ceti Sector 0081","Standard Beginners",65
233530,"Moriak Sector 0081","Mentor vs Midshipmen",78
233558,"The Pisces War","Championship Match",610
233739,"Pisro Sector 0081","Standard",94
233743,"Washington Sector 0081","Classic",59
233768,"Bortex Sector 0081","Standard Beginners",76
233772,"Indy Sector 0081","Teams of 3",226
233802,"p360: just a little smaller - standard.","Custom Game",109
233917,"Mekbuda Sector 0081","Standard Beginners",73
233973,"Galibor's World Sector 0081","Academy",60
234026,"Lalande 21185 Sector 0081","Mentor vs Midshipmen",43
234060,"Yukindo Sector 0081","Academy",32
234099,"Castor Sector 0081","Captains Campaign",64
234106,"Deep 1 Sector 0081","Standard Slow",92
234137,"Colonies of Man - Civil War","Custom Game",61
234178,"Helms Deep Sector 0081","Standard",94
234249,"Tanascuis Sector 0081","Standard Beginners",94
234268,"Doggle Sector 0081","Mentor vs Midshipmen",41
234281,"Paurtidilla","Custom Game",87
234298,"New Alaska Sector 0081","Classic",99
234312,"Galaxtia Sector 0081","Horwasp Alpha Campaign Melee",121
234397,"Farpoint Sector 0081","Mentor vs Midshipmen",40
234432,"Another World Sector 0081","Standard",102
234435,"Rigel Sector 0081","Standard Beginners",80
234481,"B.D. -12 4523 Sector 0081","Classic",107
234558,"Canes Delta Sector 0082","Academy",45
234576,"Mud Planet Sector 0082","Mentor vs Midshipmen",80
234640,"Hypoguria Sector 0082","Standard Beginners",64
234647,"Helios Sector 0082","Classic",68
234692,"Standard Senior Officers - 300 planets","Custom Game",53
234731,"YouTwo Sector 0082","Academy",34
234762,"Mud Planet Sector 0082","Mentor vs Midshipmen",43
234771,"Sirius A Sector 0082","Standard",77
234819,"Tesmond Sector 0082","Standard Beginners",188
234859,"Cuhia Sector 0082","Academy",48
234869,"Kobol Sector 0082","Stealth",81
234914,"Fornax Sector 0082","Classic",95
234933,"Holstein Sector 0082","Mentor vs Midshipmen",59
234963,"Caelum Sector 0082","Academy",55
235051,"Big Dave's Planet Sector 0082","Standard",216
235060,"Atlantia 11 Sector 0082","Academy",39
235067,"Kazh Sector 0082","Standard Beginners",155
235146,"Doggle Sector 0082","Mentor vs Midshipmen",72
235195,"New Ireland Sector 0082","Standard Beginners",83
235295,"Ugo Sector 0082","Classic",150
235307,"Ravenhurst Sector 0082","Standard",76
235343,"999 Ships on The Wall, 999 Ships...","Custom Game",58
235387,"Pearl Sector 0082","Mentor vs Midshipmen",65
235431,"Adviel Sector 0082","Standard Beginners",45
235442,"Part Ofyour World Sector 0082","Standard",68
235480,"Ross Sector 0082","Academy",39
235613,"B.D. -12 4523 Sector 0082","Classic",92
235733,"Lone Wolf Blitz Of 11 - v.2.0","Custom Game",72
235737,"Madagon Sector 0082","Mentor vs Midshipmen",80
235762,"Planets 209: ''Damn the Torpedos, Full Speed Ahead!''","Custom Game",128
235802,"Scorpius Sector 0082","Standard",108
235806,"The NoN Ships Limit Championship ","Custom Game",64
235819,"Another World Sector 0082","Standard Beginners",95
235883,"Dagaba Sector 0082","Horwasp Alpha Campaign Melee",75
235894,"Orionis II Sector 0082","Academy",47
235896,"Cheeseball Sector 0082","Mentor vs Midshipmen",48
235910,"Omicron Sector 0082","Classic",102
235942,"Antilia Sector 0082","Wandering Tribes",59
235985,"Centrum Sector 0082","Standard Beginners",86
236058,"Down World Sector 0082","Standard",141
236061,"Azores Sector 0082","Mentor vs Midshipmen",80
236247,"World of Wonder Sector 0082","Standard Beginners",113
236252,"Omicron 2 Eridani Sector 0082","Academy",35
236323,"Home Sector 0082","Mentor vs Midshipmen",43
236334,"Rambo 3 Sector 0082","Standard Slow",148
236340,"Roll Sector 0082","Standard",71
236360,"Sagitta Sector 0082","Classic",83
236428,"Sumit Sector 0082","Standard Beginners",102
236474,"Var 3 Sector 0082","Mentor vs Midshipmen",46
236509,"Cevius Sector 0082","Standard",100
236585,"Omicron 2 Eridani Sector 0082","Academy",49
236638,"Corona Sector 0082","Standard Beginners",116
236647,"Holloween Sector 0082","Standard Intermediate",107
236648,"Moriak Sector 0082","Mentor vs Midshipmen",80
236667,"Gothos Sector 0082","Standard",101
236679,"Sagitta Sector 0082","Classic",67
236726,"Centrum Sector 0082","Standard Beginners",74
236767,"Procyon 9 Sector 0082","Teams of 2",59
236790,"Mobious Sector 0082","Mentor vs Midshipmen",51
236928,"Orlakwarr Sector 0082","Classic",105
236976,"Mileb Sector 0083","Standard",51
237010,"Googelplex Sector 0083","Mentor vs Midshipmen",67
237024,"Pedmont Sector 0083","Standard Beginners",102
237170,"Kugo Sector 0083","Academy",63
237209,"Vogon Sector 0083","Mentor vs Midshipmen",67
237324,"Googelplex Sector 0083","Horwasp Alpha Campaign Melee",127
237379,"Cygnet Sector 0083","Standard Beginners",65
237389,"Scoptor Sector 0083","Classic",77
237406,"Standard extra slow","Custom Game",125
237408,"Olive Sector 0083","Mentor vs Midshipmen",62
237432,"Ovion Sector 0083","Academy",43
237573,"Centouria Sector 0083","Classic",79
237587,"Mobious Sector 0083","Mentor vs Midshipmen",76
237599,"Cani Ceti 1 Sector 0083","Standard",187
237646,"Turning World Sector 0083","Teams of 3",131
237721,"Antilia Sector 0083","Academy",52
237732,"Senior Officer Slow","Custom Game",82
237745,"Treachery - Civil War #2","Custom Game",56
237760,"Exxonia Sector 0083","Standard Beginners",76
237816,"Lucus Sector 0083","Stealth",60
237821,"Googelplex Sector 0083","Mentor vs Midshipmen",80
237915,"Memphis Sector 0083","Academy",67
238054,"Murphrid 432 Sector 0083","Standard Beginners",109
238061,"Ross Sector 0083","Academy",69
238068,"Kiloteria Sector 0083","Standard",81
238088,"B.D. -12 4523 Sector 0083","Campaign",94
238110,"Alexandria Sector 0083","Academy",44
238143,"Ovion Sector 0083","Mentor vs Midshipmen",78
238147,"Rambo 3 Sector 0083","Captains Classic",122
238170,"Lost Planet Sector 0083","Classic",109
238197,"New New York Sector 0083","Standard Beginners",106
238268,"kettenrad's Awesome Game","Custom Game",89
238347,"Holstein Sector 0083","Mentor vs Midshipmen",80
238521,"Gotti's Hideout Sector 0083","Mentor vs Midshipmen",65
238551,"Grus Sector 0083","Standard",113
238692,"Holstein Sector 0083","Mentor vs Midshipmen",59
238800,"Ftokteek Sector 0083","Standard Beginners",89
238804,"Tut Sector 0083","Classic",92
238823,"Selah Sector 0083","Academy",52
238841,"Blackstone Sector 0083","Captains Campaign",158
238852,"Hiperborealia Sector 0083","Standard",97
238858,"Azores Sector 0083","Academy",60
238889,"Big World Sector 0083","Horwasp Alpha Campaign Melee",116
238928,"Gamma Sector 0083","Academy",57
238981,"Var 3 Sector 0083","Mentor vs Midshipmen",75
239114,"Remus Sector 0083","Academy",37
239159,"Lacerta Sector 0083","Standard Beginners",95
239285,"Regenal Sector 0083","Classic",75
239290,"Centeria Sector 0083","Mentor vs Midshipmen",60
239312,"Wrigley Sector 0083","Standard",44
239457,"Canes Delta Sector 0083","Mentor vs Midshipmen",40
239476,"Rappaport Sector 0083","Standard Beginners",62
239544,"Caeladium Sector 0084","Academy",45
239584,"Strange World Sector 0084","Wandering Tribes",82
239585,"NGC 2403-A Sector 0084","Standard",119
239598,"Vehrnoch Sector 0084","Teams of 2",126
239697,"Memphis Sector 0084","Mentor vs Midshipmen",44
239740,"Organia Sector 0084","Standard Beginners",80
239773,"Carsonio Sector 0084","Classic",105
239893,"Sadera Sector 0084","Mentor vs Midshipmen",55
239902,"THE ARENA","Custom Game",64
239927,"Lynch Sector 0084","Standard",94
239983,"New Bohemia Sector 0084","Standard Beginners",84
240067,"Colony 5 Sector 0084","Mentor vs Midshipmen",65
240112,"New California Sector 0084","Academy",57
240143,"Lone Wolf Team","Custom Game",71
240197,"New Moscow Sector 0084","Academy",54
240297,"Ordaz Sector 0084","Classic",84
240299,"Rator Sector 0084","Standard",81
240308,"Kobol Sector 0084","Mentor vs Midshipmen",47
240418,"Kaye's World Sector 0084","Standard Beginners",73
240445,"Big World Sector 0084","Horwasp Alpha Campaign Melee",82
240496,"Antilia Sector 0084","Mentor vs Midshipmen",80
240575,"Alkes Sector 0084","Academy",46
240578,"Lola 23a Sector 0084","Standard Beginners",130
240581,"Rambo 3 Sector 0084","Campaign",150
240667,"Oceanlandia Sector 0084","Standard Slow",124
240717,"Gotti's Hideout Sector 0084","Mentor vs Midshipmen",78
240808,"Gamma Ti Sid Sector 0084","Classic",82
240918,"Pearl Sector 0084","Mentor vs Midshipmen",52
240947,"Spaceball Sector 0084","Standard Senior Officers",185
240948,"Forel Sector 0084","Standard Beginners",67
240973,"Mi-Glowdonia Sector 0084","Standard",88
241054,"Mao 2 Sector 0084","Classic",86
241196,"Indy Sector 0084","Standard Beginners",105
241203,"Lost Planet Sector 0084","Standard Intermediate",90
241278,"Olive Sector 0084","Mentor vs Midshipmen",44
241636,"Pyxis Sector 0084","Classic",117
241641,"Spica Sector 0084","Standard Beginners",90
241710,"Fred Sector 0084","Standard Senior Officers",74
241724,"The Right Planet Sector 0084","Mentor vs Midshipmen",42
241729,"Mao 1 Sector 0084","Standard",123
241874,"Rock Sector 0084","Standard Beginners",99
241878,"Sanstrisious Sector 0084","Standard Slow",159
242023,"Tataween Sector 0084","Standard",148
242179,"Melpedous Sector 0084","Mentor vs Midshipmen",47
242195,"Madagon Sector 0084","Academy",56
242320,"Tera 9 Sector 0084","Classic",91
242540,"Hercules Sector 0084","Standard Beginners",92
242551,"Lucus Sector 0084","Horwasp Alpha Campaign Melee",79
242567,"Kobol Sector 0084","Mentor vs Midshipmen",80
242777,"Bellatrix Sector 0084","Standard",73
243165,"Slow Game","Custom Game",126
243184,"Vendor Sector 0085","Standard Beginners",71
243272,"Corboda Vh 243 Sector 0085","Academy",51
243409,"Lone Wolf Game","Custom Game",116
243686,"Lyra Sector 0085","Standard",112
243730,"Cumo Sector 0085","Academy",47
243764,"Toltek 12 Sector 0085","Wandering Tribes",47
243780,"Vor Sector 0085","Classic",189
243792,"Cuhia Sector 0085","Academy",48
243824,"Wally World Sector 0085","Teams of 2",104
243904,"Lone Wolf VI (Campaign)","Custom Game",161
243931,"Mobious Sector 0085","Mentor vs Midshipmen",80
244180,"Cimtar Sector 0085","Standard Beginners",103
244212,"Olive Sector 0085","Mentor vs Midshipmen",41
244243,"Arcturus Sector 0085","Classic",85
244273,"Remit Sector 0085","Standard",123
244399,"Dark World Sector 0085","Academy",52
244503,"Adebron Sector 0085","Mentor vs Midshipmen",40
244587,"Welcome to Kammelot","Custom Game",79
244800,"Cuhia Sector 0085","Academy",45
244883,"Beverly 90120 Sector 0085","Mentor vs Midshipmen",43
244912,"Scorpius Sector 0085","Teams of 3",103
244918,"Betelgeuse Sector 0085","Standard",122
244943,"Laseria Sector 0085","Standard Beginners",70
244991,"Dark World Sector 0085","Academy",33
245092,"Omicron Sector 0085","Classic",74
245105,"Taulus Sector 0085","Academy",33
245123,"A Fist Full of Megacredits - Two of Five ","Custom Game",113
245143,"Doggle Sector 0085","Mentor vs Midshipmen",67
245270,"Zippi Sector 0085","Standard Beginners",82
245278,"Poe Sector 0085","Academy",33
245302,"Erecka Sector 0085","Classic",79
245313,"Home Sector 0085","Mentor vs Midshipmen",80
245450,"Kennedy Center Sector 0085","Standard",87
245525,"Adebron Sector 0085","Mentor vs Midshipmen",34
245611,"Thi Alpha Chi Sector 0085","Standard Beginners",78
245666,"Rocky 12 Sector 0085","Horwasp Alpha Campaign Melee",124
245687,"Noobie Sector 3","Custom Game",56
245693,"Phoenix Odyssey.","Custom Game",122
245704,"Ve'vla Vegus Sector 0085","Classic",94
245878,"Omicron 2 Eridani Sector 0085","Mentor vs Midshipmen",58
245914,"Atlantia 11 Sector 0085","Stealth",158
246206,"Galibor's World Sector 0085","Academy",47
246211,"Epsilon Indi Sector 0085","Standard Beginners",58
246314,"URSA Beta Sector 0085","Mentor vs Midshipmen",66
246342,"Columbo Sector 0085","Standard",100
246372,"Pyxis Sector 0085","Classic",656
246470,"Ross Sector 0085","Academy",39
246594,"Oakhurst Sector 0085","Standard Beginners",64
246625,"Atlantia 2 Sector 0085","Standard",224
246732,"Pearl Sector 0085","Mentor vs Midshipmen",80
246831,"Strange World Sector 0085","Academy",64
246989,"Kazh Sector 0085","Standard Beginners",60
247118,"Up World Sector 0085","Classic",113
247127,"Dunwich Sector 0085","Mentor vs Midshipmen",62
247157,"Adebron Sector 0085","Academy",39
247274,"Cevius Sector 0085","Standard Beginners",64
247344,"Kugo Sector 0085","Academy",28
247392,"Googelplex Sector 0085","Wandering Tribes",56
247515,"Bazal Sector 0085","Classic",71
247609,"New Wisconsin Sector 0086","Standard",117
247785,"Lone Wolf Custom - Campaign - No Horwasp","Custom Game",158
247794,"Lost Planet Sector 0086","Standard Slow",116
247896,"Wrong Planet Sector 0086","Standard Beginners",77
247898,"Banshee's Planet Sector 0086","Mentor vs Midshipmen",60
247910,"Toltek 12 Sector 0086","Academy",48
248000,"New Alaska Sector 0086","Classic",106
248352,"Role-playing game","Custom Game",100
248668,"Another World Sector 0086","Standard Beginners",83
248731,"Orion Sector 0086","Standard",63
248779,"New Sinewnew Sector 0086","Mentor vs Midshipmen",74
248893,"Revolutionary sector ","Custom Game",192
248988,"Pyxis Sector 0086","Classic",143
248994,"Delphidia Sector 0086","Standard Fleet Officers",92
249105,"Banshee's Planet Sector 0086","Horwasp Alpha Campaign Melee",72
249113,"Canes Delta Sector 0086","Wandering Tribes",84
249150,"Kobol Sector 0086","Mentor vs Midshipmen",80
249218,"Pacifica Sector 0086","Standard Beginners",222
249243,"Bundy Sector 0086","Standard",91
249369,"Lucus Sector 0086","Academy",39
249380,"Orkney World Sector 0086","Mentor vs Midshipmen",80
249713,"Campaign No Horwasp","Custom Game",95
249858,"Romulus Sector 0086","Standard Beginners",77
250379,"Gamma Delphi Sector 0086","Standard",153
250417,"Just One Day ","Custom Game",78
250455,"New California Sector 0086","Mentor vs Midshipmen",77
250538,"New New Jersy Sector 0086","Classic",90
250549,"YouTwo Sector 0086","Academy",47
250757,"Atlantia 11 Sector 0086","Mentor vs Midshipmen",63
250908,"Cheeseball Sector 0086","Academy",47
251104,"Krell Sector 0086","Standard Beginners",95
251173,"Campaign Captains NO HORWASPS","Custom Game",81
251215,"Strange World Sector 0086","Mentor vs Midshipmen",80
251314,"Kobol Sector 0086","Academy",38
251416,"Antonia Sector 0086","Captains Campaign",155
251418,"PLS+10 Small Standard","Custom Game",78
251496,"Ftokteek Sector 0086","Standard",104
251541,"Rocky 12 Sector 0086","Academy",33
251579,"URSA Beta Sector 0086","Mentor vs Midshipmen",80
251659,"Innsmouth Sector 0086","Academy",46
251737,"Zimphfir Sector 0086","Standard Beginners",86
251746,"Cumo Sector 0086","Mentor vs Midshipmen",67
251762,"Kanthu Sector 0086","Classic",143
251946,"Bendotex Sector 0086","Standard Beginners",70
251959,"Chanda M Sector 0086","Standard",110
252008,"Madagon Sector 0086","Mentor vs Midshipmen",80
252071,"Googelplex Sector 0086","Wandering Tribes",117
252242,"Zarop-Opar Sector 0086","Horwasp Alpha Campaign Melee",56
252267,"Zarop-Opar Sector 0086","Mentor vs Midshipmen",80
252282,"Beta Ti Chi 6 Sector 0086","Classic",64
252292,"Alexandria Sector 0086","Academy",50
252302,"Caelum Sector 0086","Stealth",84
252405,"Bellmont Sector 0087","Standard Beginners",66
252478,"Carsonio Sector 0087","Standard Horwasp",84
252503,"Lucus Sector 0087","Academy",54
252525,"Unlimited Ships* Experiment III","Custom Game",214
252541,"Chirpsithra Sector 0087","Standard",63
252615,"Corboda Vh 243 Sector 0087","Academy",68
252662,"Shwarts Sector 0087","Classic",145
252741,"Krypton Sector 0087","Teams of 2",76
252752,"Telalia Sector 0087","Standard Beginners",145
252811,"STAR TREK","Custom Game",80
252826,"Cumo Sector 0087","Mentor vs Midshipmen",79
252834,"Lone Wolf Game - Commodore Min - Standard - Stealth","Custom Game",103
252855,"Sadera Sector 0087","Academy",36
252946,"Vendor Sector 0087","Standard",173
252996,"Kingmaker","Custom Game",74
253013,"Orkney World Sector 0087","Mentor vs Midshipmen",61
253015,"Delphi Sector 0087","Standard Beginners",81
253084,"Nixon Sector 0087","Classic",114
253248,"Mud Planet Sector 0087","Mentor vs Midshipmen",69
253430,"Banshee's Planet Sector 0087","Academy",46
253449,"Smith's World Sector 0087","Campaign",171
253476,"Rocky 12 Sector 0087","Mentor vs Midshipmen",66
253486,"Cattlian Sector 0087","Standard Beginners",79
253556,"Delta Sector 0087","Standard",59
253631,"Tera 9 Sector 0087","Classic",75
253758,"Mi-Glowdonia Sector 0087","Standard Beginners",87
253759,"Nimbus 7 Sector 0087","Standard Senior Officers",103
253904,"Arkham Sector 0087","Standard",69
253960,"Colony 5 Sector 0087","Mentor vs Midshipmen",66
253970,"Orionis II Sector 0087","Academy",37
253991,"Alienation Sector 0087","Standard Beginners",69
253996,"Omicron 2 Eridani Sector 0087","Horwasp Alpha Campaign Melee",108
254112,"Melpedous Sector 0087","Mentor vs Midshipmen",64
254134,"Erecka Sector 0087","Standard Slow",212
254136,"Galibor's World Sector 0087","Academy",65
254157,"Limball Sector 0087","Standard Beginners",83
254171,"Ross Sector 0087","Wandering Tribes",150
254199,"Bazal Sector 0087","Classic",92
254254,"Zippi Sector 0087","Standard",162
254261,"Banshee's Planet Sector 0087","Mentor vs Midshipmen",22
254329,"new borders, 3 colonizing ships by race","Custom Game",85
254418,"Embassy Planet Sector 0087","Classic",93
254420,"Nercodonia Sector 0087","Standard Beginners",52
254511,"Soccerball Sector 0087","Mentor vs Midshipmen",34
254513,"Beverly 90120 Sector 0087","Academy",48
254629,"New Ireland Sector 0087","Standard Beginners",131
254659,"Bellmont Sector 0087","Standard",78
254688,"Googelplex Sector 0087","Mentor vs Midshipmen",70
254856,"Moth Ball Sector 0088","Classic",107
254894,"YouTwo Sector 0088","Mentor vs Midshipmen",59
254925,"Teris-Ceti 9 Sector 0088","Standard",82
255029,"Chort Sector 0088","Standard Beginners",98
255044,"Farpoint Sector 0088","Academy",32
255054,"Galaxtia Sector 0088","Mentor vs Midshipmen",80
255132,"Rock Sector 0088","Standard",83
255234,"Googelplex Sector 0088","Mentor vs Midshipmen",53
255253,"Farpoint Sector 0088","Academy",36
255307,"Remit Sector 0088","Standard Beginners",67
255403,"Selah Sector 0088","Horwasp Alpha Campaign Melee",61
255406,"New Sinewnew Sector 0088","Mentor vs Midshipmen",44
255448,"Alkalurops 459 Sector 0088","Standard",92
255542,"Melpedous Sector 0088","Wandering Tribes",94
255555,"Taulus Sector 0088","Mentor vs Midshipmen",46
255556,"Tataween Sector 0088","Standard Beginners",51
255638,"Vor Sector 0088","Classic",88
255661,"Chrome Sector 0088","Captains Classic",121
255687,"Big World Sector 0088","Mentor vs Midshipmen",47
255794,"A Short Game","Custom Game",69
255799,"Kthistlmup Sector 0088","Academy",42
255810,"Serpens Caput 759 Sector 0088","Standard",139
255851,"YouTwo Sector 0088","Mentor vs Midshipmen",68
255974,"Caelum Sector 0088","Academy",59
256044,"Campaign with the works","Custom Game",66
256058,"Mileb Sector 0088","Standard Beginners",101
256118,"Nixon Sector 0088","Classic",116
256146,"Campaign - No Horwasp - Stealth/Fog","Custom Game",105
256365,"Toltek 12 Sector 0088","Mentor vs Midshipmen",57
256372,"Dunwich Sector 0088","Academy",46
256441,"Centouria Sector 0088","Classic",86
256469,"Cleopatra Sector 0088","Standard Beginners",69
256480,"Colony 5 Sector 0088","Mentor vs Midshipmen",80
256514,"When the Admiral's Away","Custom Game",80
256556,"Garfield Sector 0088","Standard",158
256565,"Regenal Sector 0088","Campaign",137
256577,"New California Sector 0088","Academy",49
256587,"Cylon Sector 0088","Classic",134
256646,"Taulus Sector 0088","Academy",35
256681,"Capricornus Sector 0088","Horwasp Alpha Campaign Melee",58
256689,"Estes Sector 0088","Standard",89
256731,"Carsonio Sector 0088","Standard Intermediate",178
256765,"Caelum Sector 0088","Mentor vs Midshipmen",48
256836,"Under World Sector 0088","Standard Beginners",82
256837,"Australis Sector 0088","Classic",66
256845,"Phoenix Sector 0088","Wandering Tribes",61
256858,"Delphidia Sector 0088","Standard Fleet Officers",338
256907,"New Philli Sector 0089","Academy",36
256914,"Pearl Sector 0089","Mentor vs Midshipmen",77
256920,"Tight, unknown and dark","Custom Game",82
257102,"Big World Sector 0089","Mentor vs Midshipmen",38
257128,"Ugo Sector 0089","Classic",70
257133,"Virgo Ceti 5 Sector 0089","Standard Beginners",69
257213,"Moth Ball Sector 0089","Standard Slow",76
257247,"Sadera Sector 0089","Academy",53
257292,"Gotti's Hideout Sector 0089","Mentor vs Midshipmen",43
257363,"Hiperborealia Sector 0089","Standard Beginners",71
257475,"New Philli Sector 0089","Mentor vs Midshipmen",80
257619,"Tunisia Sector 0089","Academy",47
257639,"Capricornus Sector 0089","Mentor vs Midshipmen",68
257642,"Regula Sector 0089","Standard Beginners",78
257648,"The Right Planet Sector 0089","Academy",44
257680,"Hallone Sector 0089","Standard",174
257776,"Lynch Sector 0089","Teams of 3",406
257908,"Texiconia Sector 0089","Standard Beginners",171
258087,"Atlantia 11 Sector 0089","Mentor vs Midshipmen",64
258108,"Red Planet Sector 0089","Classic",82
258120,"Alycyone Sector 0089","Mentor vs Midshipmen",40
258163,"Carillon Sector 0089","Horwasp Alpha Campaign Melee",117
258219,"New Chicago Sector 0089","Standard",117
258240,"Banshee's Planet Sector 0089","Mentor vs Midshipmen",80
258266,"Colony 5 Sector 0089","Academy",43
258272,"Tataween Sector 0089","Standard Beginners",118
258465,"Phoenix Sector 0089","Mentor vs Midshipmen",70
258558,"Maares 3 Sector 0089","Teams of 2",142
258623,"Cool 4v4 game new people","Custom Game",47
258629,"Dunwich Sector 0089","Academy",59
258758,"The Right Planet Sector 0089","Mentor vs Midshipmen",63
258828,"Karelia Sector 0089","Classic",95
258842,"Antilia Sector 0089","Mentor vs Midshipmen",57
258852,"Owen 1717 Sector 0089","Standard",55
258853,"Alexandria Sector 0089","Academy",45
258878,"New New York Sector 0089","Standard Beginners",88
259013,"Organia Sector 0089","Standard Beginners",82
259028,"Dunwich Sector 0089","Mentor vs Midshipmen",36
259101,"Galaxtia Sector 0089","Academy",47
259151,"Alcatraz Sector 0089","Classic",136
259234,"Alycyone Sector 0089","Mentor vs Midshipmen",69
259262,"Crystal Wars! Team of Three and Standard","Custom Game",87
259277,"Baseball Sector 0089","Standard Beginners",60
259305,"Graf Sector 0089","Standard Senior Officers",78
259349,"Gothos Sector 0089","Standard",59
259515,"Omicron 2 Eridani Sector 0089","Academy",51
259597,"Griffin's Talon","Custom Game",108
259777,"Part Ofyour World Sector 0090","Standard Beginners",93
259849,"Up World Sector 0090","Classic",75
259913,"Ovion Sector 0090","Academy",34
259936,"Krypton Sector 0090","Standard",89
260032,"Vogon Sector 0090","Mentor vs Midshipmen",80
260035,"Mud Planet Sector 0090","Horwasp Alpha Campaign Melee",58
260066,"Karelia Sector 0090","Classic",118
260138,"Green Planet Sector 0090","Standard Beginners",82
260141,"Dunwich Sector 0090","Mentor vs Midshipmen",52
260197,"Under World Sector 0090","Standard Beginners",107
260198,"Dark World Sector 0090","Wandering Tribes",83
260200,"Lucus Sector 0090","Academy",54
260467,"Alycyone Sector 0090","Mentor vs Midshipmen",80
260757,"Phoenix Sector 0090","Academy",60
260906,"Alkalurops 459 Sector 0090","Standard",94
260909,"Cor Caroli Sector 0090","Classic",135
260989,"New Moscow Sector 0090","Mentor vs Midshipmen",29
261107,"Euro Disney World Sector 0090","Standard Intermediate",73
261278,"Nervondonia Sector 0090","Standard Beginners",55
261464,"Innsmouth Sector 0090","Mentor vs Midshipmen",65
261510,"New Moscow Sector 0090","Academy",66
261511,"Ceti Alpha 5 Sector 0090","Classic",71
261553,"Tarsus Sector 0090","Standard",89
261641,"Moriak Sector 0090","Mentor vs Midshipmen",75
261722,"Wrigley Sector 0090","Standard Beginners",57
261733,"Olive Sector 0090","Academy",127
261797,"Elvis Sector 0090","Mentor vs Midshipmen",58
261864,"Shaw Sector 0090","Standard",104
262047,"Caeladium Sector 0090","Mentor vs Midshipmen",80
262052,"Scoptor Sector 0090","Classic",291
262057,"Anditius Sector 0090","Standard Beginners",64
262064,"Remus Sector 0090","Wandering Tribes",93
262152,"Big World Sector 0090","Academy",48
262393,"Kobol Sector 0090","Mentor vs Midshipmen",51
262397,"PLS +20 Standard New Queue","Custom Game",77
262410,"Taulus Sector 0090","Standard",93
262572,"Galibor's World Sector 0090","Horwasp Alpha Campaign Melee",71
262575,"Fussbar Sector 0090","Standard Beginners",48
